iter	RMSE
475	0.8250152811
476	0.8246305393
477	0.8241805901
478	0.823794977
479	0.823433738
480	0.8230245341
481	0.8225200204
482	0.822052685
483	0.8215257085
484	0.8210507427
485	0.8207641326
486	0.8203000184
487	0.819979284
488	0.8195217362
489	0.8190420378
490	0.8186122994
491	0.818233693
492	0.8176302483
493	0.8171734912
494	0.8166755657
495	0.8162680838
496	0.815751162
497	0.8152438295
498	0.8147271653
499	0.8145805236
500	0.8140418279
501	0.8136408927
502	0.8131497969
503	0.8126924927
504	0.8121987882
505	0.8117813671
506	0.8114383665
507	0.8110107072
508	0.8106694717
509	0.8101518551
510	0.8097835132
511	0.8093981323
512	0.8088551473
513	0.8085140427
514	0.8081675981
515	0.8077154331
516	0.8072603666
517	0.8068480061
518	0.8064492993
519	0.8060881661
520	0.8056750682
521	0.8053235684
522	0.8047517743
523	0.8042308949
524	0.8037135025
525	0.8035407266
526	0.8030468161
527	0.8025983257
528	0.8020923344
529	0.8016588918
530	0.8013843902
531	0.8008705037
532	0.8007088752
533	0.8002647263
534	0.7998843198
535	0.7993503549
536	0.7989850669
537	0.7985535011
538	0.7982003076
539	0.7978399662
540	0.7973977107
541	0.7969815152
542	0.7964984461
543	0.7960889405
544	0.7956675336
545	0.7952532665
546	0.7946981034
547	0.7943322482
548	0.7939339966
549	0.7934251579
550	0.7930478212
551	0.7926758378
552	0.7922935608
553	0.7919096717
554	0.7917766071
555	0.7913022384
556	0.7908894075
557	0.7904920128
558	0.7900613049
559	0.7896370984
560	0.7893360799
561	0.7889775596
562	0.7885395898
563	0.7879858218
564	0.7877515364
565	0.7874637889
566	0.7870015727
567	0.7865968274
568	0.7862768305
569	0.7859052487
570	0.7854984887
571	0.7850795698
572	0.7846871277
573	0.7844155149
574	0.783938024
575	0.7834341207
576	0.783032565
577	0.7826305694
578	0.7823232247
579	0.7818850525
580	0.781426048
581	0.7810067577
582	0.7805434182
583	0.7800622606
584	0.7795548628
585	0.7791312912
586	0.7787707763
587	0.7784441778
588	0.7780595875
589	0.7776484818
590	0.7772082792
591	0.7767425325
592	0.7762274819
593	0.7757797316
594	0.7754432635
595	0.7751154228
596	0.7746765365
597	0.7742224351
598	0.7738320278
599	0.7733238184
600	0.7728981362
601	0.7723569661
602	0.7717928465
603	0.7712961169
604	0.7709065221
605	0.7706025352
606	0.7701783483
607	0.7698530779
608	0.7695257466
609	0.7691533001
610	0.7687149165
611	0.768262572
612	0.7679090343
613	0.7673750765
614	0.7669576038
615	0.766437473
616	0.7660026931
617	0.765642127
618	0.7652809276
619	0.7648984902
620	0.764502644
621	0.7640518548
622	0.7636134035
623	0.7632242442
624	0.7628510755
625	0.7624096289
626	0.761909549
627	0.7614923605
628	0.7610249688
629	0.7607145983
630	0.7603109989
631	0.7602026274
632	0.7598354686
633	0.7595016275
634	0.7591295513
635	0.7586880708
636	0.7583026739
637	0.7578303034
638	0.7573328877
639	0.7569033641
640	0.7564674005
641	0.7560683404
642	0.7558030949
643	0.7552907917
644	0.7550335245
645	0.7546809859
646	0.7543588777
647	0.7539175387
648	0.7535437151
649	0.7530532375
650	0.7526812948
651	0.7522963829
652	0.7517417153
653	0.7514153731
654	0.7511399017
655	0.7506763298
656	0.7503021196
657	0.749949941
658	0.7498647765
659	0.7494872794
660	0.7490902152
661	0.7487283365
662	0.74842565
663	0.7481451361
664	0.7478515353
665	0.7475141075
666	0.7470586758
667	0.746571363
668	0.74625108
669	0.7459462786
670	0.7455505637
671	0.7451624695
672	0.7446561348
673	0.7441440561
674	0.7437884746
675	0.7434156686
676	0.742967641
677	0.7426280443
678	0.7423462888
679	0.7419707328
680	0.7417808492
681	0.7414675695
682	0.7410563172
683	0.7407745266
684	0.7404233808
685	0.7400038423
686	0.739595329
687	0.7390908942
688	0.7386676468
689	0.7383904438
690	0.7378890398
691	0.7378011296
692	0.73746815
693	0.7371197755
694	0.7369285593
695	0.7365077216
696	0.7361471684
697	0.7357185546
698	0.7352936082
699	0.7350315523
700	0.7346867007
701	0.734442051
702	0.7341479265
703	0.7340620683
704	0.7338526757
705	0.7337705062
706	0.7333943993
707	0.7330001201
708	0.7327710401
709	0.7323865434
710	0.7319803116
711	0.7316299134
712	0.7313796721
713	0.7310733504
714	0.7307365192
715	0.7303214425
716	0.7298815773
717	0.7294508637
718	0.7289247091
719	0.7285520276
720	0.7281335183
721	0.7277171746
722	0.7273359406
723	0.7268872112
724	0.726567367
725	0.7261908242
726	0.7259104222
727	0.7255487386
728	0.7251882422
729	0.7248935828
730	0.7244092072
731	0.7240893415
732	0.7236053512
733	0.7232991577
734	0.7229204446
735	0.7225355355
736	0.722293772
737	0.7219072346
738	0.721533508
739	0.7211314625
740	0.7207811914
741	0.7203330971
742	0.7199260539
743	0.7194758518
744	0.7191775272
745	0.7187405641
746	0.7184058687
747	0.717977306
748	0.7175224424
749	0.7173601182
750	0.7168905519
751	0.7165770366
752	0.7162163093
753	0.7159625467
754	0.7156368901
755	0.7152596237
756	0.7149581844
757	0.7144294586
758	0.7143296638
759	0.7138885155
760	0.7135763652
761	0.7132000398
762	0.7128968771
763	0.7124580289
764	0.7121374799
765	0.7117649905
766	0.7113660804
767	0.711040839
768	0.7106544041
769	0.7103159413
770	0.7099670162
771	0.7096065275
772	0.7093571033
773	0.7090083619
774	0.7086785674
775	0.7083486681
776	0.707954302
777	0.7075900285
778	0.7071155518
779	0.7068075177
780	0.7064728826
781	0.7063963166
782	0.7061275498
783	0.7058698307
784	0.7056290116
785	0.7052753564
786	0.7049513584
787	0.7046127451
788	0.7042466532
789	0.7039039455
790	0.7035067011
791	0.7032810524
792	0.7029404225
793	0.7027257717
794	0.702314169
795	0.7021063178
796	0.7017749803
797	0.7013252744
798	0.7009263572
799	0.7005664213
800	0.7003603022
801	0.6998978308
802	0.6995927284
803	0.6992603435
804	0.6990508596
805	0.6987538259
806	0.6984382392
807	0.6980708347
808	0.6976638352
809	0.6972897273
810	0.697076553
811	0.696593918
812	0.6962259091
813	0.6958147229
814	0.6953227216
815	0.6951049566
816	0.694727884
817	0.6944063642
818	0.6940836916
819	0.6937402509
820	0.6933449333
821	0.692941944
822	0.6924898634
823	0.6920219623
824	0.6916268387
825	0.6913859617
826	0.6909818923
827	0.6906297269
828	0.6901911539
829	0.68966193
830	0.6893844294
831	0.6889984686
832	0.6886473502
833	0.6882597649
834	0.6878657568
835	0.6874914316
836	0.6871327673
837	0.6868862378
838	0.6865124505
839	0.6861992789
840	0.6857576274
841	0.6854471825
842	0.6850184841
843	0.6846564396
844	0.6843634758
845	0.6840432485
846	0.6836869365
847	0.6832389537
848	0.6830132322
849	0.6827460556
850	0.6822857872
851	0.6820388645
852	0.6816279481
853	0.6812891881
854	0.6812164993
855	0.680881124
856	0.6805514275
857	0.6804751384
858	0.6800790732
859	0.6797148715
860	0.679513605
861	0.6792655163
862	0.6790745697
863	0.6787035829
864	0.6783306887
865	0.6779096123
866	0.6775913388
867	0.6772829946
868	0.676955536
869	0.6766338818
870	0.6763184048
871	0.6760763697
872	0.675732963
873	0.6754418973
874	0.67499913
875	0.674657842
876	0.674282083
877	0.6739811262
878	0.6738112522
879	0.6736017004
880	0.6732658972
881	0.6729174249
882	0.6725794386
883	0.6722252262
884	0.6719213577
885	0.6715242818
886	0.6712229236
887	0.6709643665
888	0.6707022125
889	0.6704142079
890	0.6699258428
891	0.6696184414
892	0.6691996228
893	0.6688176258
894	0.668481906
895	0.6681601206
896	0.6678499447
897	0.6674405508
898	0.6670958182
899	0.6668484531
900	0.666449397
901	0.6662832437
902	0.6659727257
903	0.6656902303
904	0.665477905
905	0.6651020505
906	0.6647060394
907	0.6643838631
908	0.6640472486
909	0.6637071093
910	0.6633384124
911	0.6629948832
912	0.6627224967
913	0.6623870996
914	0.6621702529
915	0.6619123628
916	0.661411498
917	0.6610112537
918	0.6607361826
919	0.6604971337
920	0.6601930741
921	0.6598660121
922	0.659383999
923	0.6593163235
924	0.6588728983
925	0.6586266947
926	0.6582485395
927	0.6578758568
928	0.6577213293
929	0.657301117
930	0.6569809904
931	0.6566960953
932	0.6564042255
933	0.6560114386
934	0.655627367
935	0.6553148143
936	0.6550091862
937	0.6546725535
938	0.654380812
939	0.6539812017
940	0.6537888577
941	0.6535014704
942	0.6532415873
943	0.6530101932
944	0.6529417243
945	0.6526225542
946	0.6522884684
947	0.6519869463
948	0.6517470268
949	0.6514795593
950	0.6510691302
951	0.6507157703
952	0.6503923718
953	0.650056902
954	0.6496462131
955	0.6493729413
956	0.6490927361
957	0.6488277479
958	0.6485741169
959	0.6482764613
960	0.6479033449
961	0.6475909786
962	0.6473882383
963	0.6470626727
964	0.6467491375
965	0.6464987443
966	0.6461927349
967	0.6458021595
968	0.6455084404
969	0.6451139799
970	0.644750546
971	0.6443914392
972	0.6441045739
973	0.6437941066
974	0.6435322337
975	0.6431926761
976	0.6428655748
977	0.6425948587
978	0.6422140725
979	0.6420388718
980	0.6417920897
981	0.6417079354
982	0.6414000787
983	0.6409681186
984	0.6405948724
985	0.6404019993
986	0.6401037005
987	0.6397672341
988	0.6394420861
989	0.6393773115
990	0.6391659199
991	0.6388087686
992	0.6384634689
993	0.638210116
994	0.6377874892
995	0.6374944539
996	0.6373216317
997	0.6369394501
998	0.6365915994
999	0.6363430306
1000	0.6359643343
1001	0.6356048149
1002	0.6353161841
1003	0.6350224048
1004	0.6347167543
1005	0.6345632473
1006	0.6342557882
1007	0.6338342149
1008	0.6334821852
1009	0.6331691348
1010	0.6329228645
1011	0.6325824596
1012	0.6323117789
1013	0.632002878
1014	0.6317434617
1015	0.6314264626
1016	0.6310037796
1017	0.6306355737
1018	0.6303201501
1019	0.6300065151
1020	0.6299406912
1021	0.6297223681
1022	0.629394283
1023	0.6291256048
1024	0.6289387539
1025	0.6286734969
1026	0.6284024092
1027	0.6280642333
1028	0.6277227807
1029	0.6274396078
1030	0.6272105044
1031	0.6270862076
1032	0.6267857176
1033	0.6265117902
1034	0.6261369053
1035	0.6258489036
1036	0.6255725857
1037	0.6253454427
1038	0.6250499709
1039	0.6247852253
1040	0.6244024449
1041	0.6240218192
1042	0.6237444857
1043	0.623579346
1044	0.6231696487
1045	0.6228799053
1046	0.6226208876
1047	0.6223184585
1048	0.622007275
1049	0.6217298306
1050	0.6214888613
1051	0.6212165025
1052	0.6209188811
1053	0.6205572205
1054	0.6202350448
1055	0.6199957732
1056	0.6197244204
1057	0.6194222587
1058	0.6190940655
1059	0.6188084516
1060	0.6186114798
1061	0.6182558567
1062	0.6179243772
1063	0.6176776644
1064	0.6173231784
1065	0.6170305187
